Gene Set,Size,P Value,Description,Gene
GO:0002449,lymphocyte mediated immunity,2.4315,<2.2e-16,MIR-33B
GO:0042110,T cell activation,2.4298,<2.2e-16,MIR-33B
GO:0007159,leukocyte cell-cell adhesion,2.4284,<2.2e-16,MIR-33B
GO:0019882,antigen processing and presentation,2.3067,<2.2e-16,MIR-33B
GO:0002521,leukocyte differentiation,2.2633,<2.2e-16,MIR-33B
GO:0002285,lymphocyte activation involved in immune response,2.2565,<2.2e-16,MIR-33B
GO:0050900,leukocyte migration,2.2532,<2.2e-16,MIR-33B
GO:0034340,response to type I interferon,2.2512,<2.2e-16,MIR-33B
GO:0002694,regulation of leukocyte activation,2.2457,<2.2e-16,MIR-33B
GO:0036230,granulocyte activation,2.2209,<2.2e-16,MIR-33B
GO:0001819,positive regulation of cytokine production,2.2076,<2.2e-16,MIR-33B
GO:0042092,type 2 immune response,2.1942,<2.2e-16,MIR-33B
GO:0045088,regulation of innate immune response,2.1896,<2.2e-16,MIR-33B
GO:0002446,neutrophil mediated immunity,2.1941,<2.2e-16,MIR-33B
GO:0002764,immune response-regulating signaling pathway,2.1644,<2.2e-16,MIR-33B
GO:0035456,response to interferon-beta,-2.4086,<2.2e-16,MIR-411
GO:0034340,response to type I interferon,-2.7161,<2.2e-16,MIR-411
GO:0032606,type I interferon production,-1.8626,0.013141,MIR-411
GO:0050727,regulation of inflammatory response,-2.0869,<2.2e-16,MIR-449B
GO:0001773,myeloid dendritic cell activation,-2.0879,<2.2e-16,MIR-449B
GO:0002521,leukocyte differentiation,-2.094,<2.2e-16,MIR-449B
GO:0050900,leukocyte migration,-2.1317,<2.2e-16,MIR-449B
GO:0002250,adaptive immune response,-2.1386,<2.2e-16,MIR-449B
GO:0002764,immune response-regulating signaling pathway,-2.1732,<2.2e-16,MIR-449B
GO:0002449,lymphocyte mediated immunity,-1.9328,0.00014310,MIR-449B
GO:0036230,granulocyte activation,1.7936,0.30518,MIR-532
GO:0002446,neutrophil mediated immunity,1.8043,0.33078,MIR-532
GO:0007159,leukocyte cell-cell adhesion,1.523,0.34638,MIR-532
GO:0002507,tolerance induction,1.531,0.34865,MIR-532
GO:0008356,asymmetric cell division,3.0546,0.23087,MIR-548A-3
GO:0002507,tolerance induction,-1.0938,0.78943,MIR-548A-3
GO:0002532,production of molecular mediator involved in inflammatory response,-1.0861,0.7934,MIR-548A-3
GO:0032602,chemokine production,-0.93575,0.79844,MIR-548A-3
GO:0150076,neuroinflammatory response,-0.98573,0.80425,MIR-548A-3
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-0.95064,0.80485,MIR-548A-3
GO:0010573,vascular endothelial growth factor production,-1.1065,0.8064,MIR-548A-3
GO:0002437,inflammatory response to antigenic stimulus,1.8415,0.83416,MIR-548A-3
GO:0002200,somatic diversification of immune receptors,1.8504,0.83766,MIR-548A-3
GO:0048536,spleen development,2.4258,0.85493,MIR-548A-3
GO:0035455,response to interferon-alpha,-1.7165,0.146,MIR-548B
GO:0001525,angiogenesis,-1.5633,0.25785,MIR-548B
GO:0002251,organ or tissue specific immune response,-1.4125,0.37567,MIR-548B
GO:0032620,interleukin-17 production,-1.4228,0.38421,MIR-548B
GO:0060759,regulation of response to cytokine stimulus,7.7135,0.24710,MIR-548D-1
GO:0032620,interleukin-17 production,1.4812,0.31513,MIR-548D-1
GO:0032633,interleukin-4 production,1.4868,0.31579,MIR-548D-1
GO:0032606,type I interferon production,1.3963,0.37054,MIR-548D-2
GO:0035455,response to interferon-alpha,1.4036,0.37151,MIR-548D-2
GO:0032612,interleukin-1 production,1.4046,0.37372,MIR-548D-2
GO:0150076,neuroinflammatory response,1.3775,0.37463,MIR-548D-2
GO:0050663,cytokine secretion,1.3781,0.37704,MIR-548D-2
GO:0070555,response to interleukin-1,1.5646,0.37957,MIR-548D-2
GO:0006925,inflammatory cell apoptotic process,1.4323,0.38066,MIR-548D-2
GO:0001819,positive regulation of cytokine production,-2.0491,<2.2e-16,MIR-551B
GO:0006925,inflammatory cell apoptotic process,-2.0519,<2.2e-16,MIR-551B
GO:0001818,negative regulation of cytokine production,-2.0564,<2.2e-16,MIR-551B
GO:0002697,regulation of immune effector process,-2.0617,<2.2e-16,MIR-551B
GO:0032637,interleukin-8 production,-2.0664,<2.2e-16,MIR-551B
GO:0032615,interleukin-12 production,-2.074,<2.2e-16,MIR-551B
GO:0032633,interleukin-4 production,-2.0953,<2.2e-16,MIR-551B
GO:0002250,adaptive immune response,-2.1,<2.2e-16,MIR-551B
GO:0032612,interleukin-1 production,-2.1288,<2.2e-16,MIR-551B
GO:0032613,interleukin-10 production,-2.1553,<2.2e-16,MIR-551B
GO:0032609,interferon-gamma production,-2.1875,<2.2e-16,MIR-551B
GO:0032635,interleukin-6 production,-2.2196,<2.2e-16,MIR-551B
GO:0006959,humoral immune response,-2.2623,<2.2e-16,MIR-551B
GO:0032620,interleukin-17 production,-2.3216,<2.2e-16,MIR-551B
GO:0032606,type I interferon production,-2.3234,<2.2e-16,MIR-551B
GO:0034340,response to type I interferon,-2.5252,<2.2e-16,MIR-551B
GO:0002251,organ or tissue specific immune response,-1.8544,0.015856,MIR-552
GO:0034340,response to type I interferon,-1.7833,0.019587,MIR-552
GO:0042113,B cell activation,1.5305,0.24778,MIR-552
GO:0030101,natural killer cell activation,3.2547,0.62777,MIR-555
GO:0034340,response to type I interferon,3.2633,0.6585,MIR-555
GO:0001818,negative regulation of cytokine production,0.30944,0.91847,MIR-556
GO:0002697,regulation of immune effector process,0.30447,0.91883,MIR-556
GO:0002440,production of molecular mediator of immune response,0.30676,0.91885,MIR-556
GO:0002764,immune response-regulating signaling pathway,0.19588,0.91922,MIR-556
GO:0060759,regulation of response to cytokine stimulus,1.9782,0.18922,MIR-561
GO:0048536,spleen development,-1.1961,0.73447,MIR-564
GO:1903706,regulation of hemopoiesis,0.47158,0.93082,MIR-564
GO:0006959,humoral immune response,1.1195,0.47809,MIR-570
GO:0001525,angiogenesis,-2.0726,<2.2e-16,MIR-572
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-2.0109,0.00032837,MIR-572
GO:0050900,leukocyte migration,-1.9438,0.0010431,MIR-572
GO:0042092,type 2 immune response,-1.8734,0.033557,MIR-573
GO:0042116,macrophage activation,-1.8537,0.034216,MIR-573
GO:0001818,negative regulation of cytokine production,-1.8759,0.034396,MIR-573
GO:0035455,response to interferon-alpha,-1.8852,0.034605,MIR-573
GO:0001819,positive regulation of cytokine production,-1.8541,0.035161,MIR-573
GO:0150076,neuroinflammatory response,-1.8858,0.035809,MIR-573
GO:0002683,negative regulation of immune system process,-1.9219,0.036131,MIR-573
GO:1990868,response to chemokine,-1.9055,0.036266,MIR-573
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.9305,0.036453,MIR-573
GO:0032635,interleukin-6 production,-1.8886,0.036783,MIR-573
GO:0002764,immune response-regulating signaling pathway,-1.9335,0.037542,MIR-573
GO:0006959,humoral immune response,-1.7679,0.038305,MIR-573
GO:0002526,acute inflammatory response,-1.7455,0.038955,MIR-573
GO:0001525,angiogenesis,2.0169,<2.2e-16,MIR-574
GO:0032635,interleukin-6 production,1.8855,<2.2e-16,MIR-574
GO:0045088,regulation of innate immune response,-8.3075,0.28604,MIR-575
GO:0002683,negative regulation of immune system process,-7.0677,0.43149,MIR-575
GO:0001819,positive regulation of cytokine production,-5.0399,0.48165,MIR-575
GO:0002764,immune response-regulating signaling pathway,-4.2204,0.52954,MIR-575
GO:0001773,myeloid dendritic cell activation,3.6923,0.69452,MIR-575
GO:0043276,anoikis,3.9337,0.74455,MIR-575
GO:0002250,adaptive immune response,2.6924,<2.2e-16,MIR-576
GO:0002449,lymphocyte mediated immunity,2.5622,<2.2e-16,MIR-576
GO:0001819,positive regulation of cytokine production,2.527,<2.2e-16,MIR-576
GO:0002697,regulation of immune effector process,2.5128,<2.2e-16,MIR-576
GO:0002764,immune response-regulating signaling pathway,2.4986,<2.2e-16,MIR-576
GO:0007159,leukocyte cell-cell adhesion,2.4974,<2.2e-16,MIR-576
GO:0002694,regulation of leukocyte activation,2.4627,<2.2e-16,MIR-576
GO:0002526,acute inflammatory response,2.403,<2.2e-16,MIR-576
GO:0002446,neutrophil mediated immunity,2.3496,<2.2e-16,MIR-576
GO:0002285,lymphocyte activation involved in immune response,2.3405,<2.2e-16,MIR-576
GO:0002683,negative regulation of immune system process,2.2668,<2.2e-16,MIR-576
GO:0002521,leukocyte differentiation,2.2095,<2.2e-16,MIR-576
GO:0001818,negative regulation of cytokine production,2.1966,<2.2e-16,MIR-576
GO:0002440,production of molecular mediator of immune response,2.1924,<2.2e-16,MIR-576
GO:0002507,tolerance induction,2.1586,<2.2e-16,MIR-576
GO:0002269,leukocyte activation involved in inflammatory response,2.0443,<2.2e-16,MIR-576
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-1.9408,<2.2e-16,MIR-577
GO:0034340,response to type I interferon,2.0635,<2.2e-16,MIR-577
GO:0001525,angiogenesis,-2.0949,0.0010400,MIR-578
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-2.014,0.0041600,MIR-578
GO:0048010,vascular endothelial growth factor receptor signaling pathway,-1.9355,0.0079419,MIR-578
GO:0050727,regulation of inflammatory response,-1.8701,0.010022,MIR-578
GO:0050663,cytokine secretion,-1.903,0.010880,MIR-578
GO:0002250,adaptive immune response,2.4549,<2.2e-16,MIR-579
GO:0034341,response to interferon-gamma,2.3459,<2.2e-16,MIR-579
GO:0002449,lymphocyte mediated immunity,2.3327,<2.2e-16,MIR-579
GO:0002697,regulation of immune effector process,2.2134,<2.2e-16,MIR-579
GO:0034340,response to type I interferon,2.1934,<2.2e-16,MIR-579
GO:0007159,leukocyte cell-cell adhesion,2.1823,<2.2e-16,MIR-579
GO:0019882,antigen processing and presentation,2.1417,<2.2e-16,MIR-579
GO:0002446,neutrophil mediated immunity,2.0752,0.00023860,MIR-579
GO:0036230,granulocyte activation,2.1364,0.00025053,MIR-579
GO:0060759,regulation of response to cytokine stimulus,2.0778,0.00025053,MIR-579
GO:0050663,cytokine secretion,2.0945,0.00031316,MIR-579
GO:0032609,interferon-gamma production,2.1042,0.00035790,MIR-579
GO:0001819,positive regulation of cytokine production,2.1136,0.00038543,MIR-579
GO:0002694,regulation of leukocyte activation,2.006,0.00038543,MIR-579
GO:0150076,neuroinflammatory response,2.9432,0.90306,MIR-580
GO:0032623,interleukin-2 production,2.2187,0.0065964,MIR-582
GO:0032634,interleukin-5 production,2.0246,0.098214,MIR-582
GO:0070555,response to interleukin-1,1.5845,0.034317,MIR-584
GO:0001773,myeloid dendritic cell activation,-1.9077,0.021542,MIR-585
GO:0034341,response to interferon-gamma,-1.7521,0.080901,MIR-585
GO:1990868,response to chemokine,1.6577,0.093812,MIR-585
GO:0032633,interleukin-4 production,-1.5794,0.15724,MIR-585
GO:0002446,neutrophil mediated immunity,-1.5543,0.17695,MIR-585
GO:0034612,response to tumor necrosis factor,-1.4794,0.17999,MIR-585
GO:0002250,adaptive immune response,-1.5161,0.18077,MIR-585
GO:0002251,organ or tissue specific immune response,-1.4629,0.18447,MIR-585
GO:0002250,adaptive immune response,2.0431,0.0011043,MIR-588
GO:0071887,leukocyte apoptotic process,1.9699,0.0027899,MIR-588
GO:0007159,leukocyte cell-cell adhesion,1.9471,0.0033130,MIR-588
GO:0036230,granulocyte activation,2.6962,<2.2e-16,MIR-589
GO:0002446,neutrophil mediated immunity,2.6851,<2.2e-16,MIR-589
GO:0007159,leukocyte cell-cell adhesion,2.4866,<2.2e-16,MIR-589
GO:0002250,adaptive immune response,2.3848,<2.2e-16,MIR-589
GO:0019882,antigen processing and presentation,2.298,<2.2e-16,MIR-589
GO:0034341,response to interferon-gamma,2.2639,<2.2e-16,MIR-589
GO:0002526,acute inflammatory response,2.2226,<2.2e-16,MIR-589
GO:0002449,lymphocyte mediated immunity,2.1934,<2.2e-16,MIR-589
GO:0002694,regulation of leukocyte activation,2.188,<2.2e-16,MIR-589
GO:0006959,humoral immune response,2.178,<2.2e-16,MIR-589
GO:0002764,immune response-regulating signaling pathway,2.1689,<2.2e-16,MIR-589
GO:0002521,leukocyte differentiation,2.168,<2.2e-16,MIR-589
GO:0002285,lymphocyte activation involved in immune response,2.1522,<2.2e-16,MIR-589
GO:0001819,positive regulation of cytokine production,2.1169,<2.2e-16,MIR-589
GO:0032616,interleukin-13 production,-1.023,0.77352,MIR-591
GO:0048536,spleen development,-1.6152,0.12162,MIR-592
GO:0150076,neuroinflammatory response,1.4895,0.33362,MIR-592
GO:0035455,response to interferon-alpha,1.4213,0.41803,MIR-592
GO:0032606,type I interferon production,1.3773,0.49890,MIR-592
GO:0050900,leukocyte migration,-2.2495,<2.2e-16,MIR-593
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.1768,0.00072619,MIR-593
GO:0002526,acute inflammatory response,-2.1781,0.00090774,MIR-593
GO:0032613,interleukin-10 production,-2.1415,0.0010374,MIR-593
GO:0007159,leukocyte cell-cell adhesion,-2.1129,0.0012103,MIR-593
GO:0050663,cytokine secretion,-2.1782,0.0012103,MIR-593
GO:0032637,interleukin-8 production,-2.1178,0.0013616,MIR-593
GO:0001773,myeloid dendritic cell activation,-2.0073,0.0014120,MIR-593
GO:0050727,regulation of inflammatory response,-2.0091,0.0014951,MIR-593
GO:0032615,interleukin-12 production,-2.0702,0.0015129,MIR-593
GO:0006959,humoral immune response,-2.0155,0.0015886,MIR-593
GO:0042110,T cell activation,-1.996,0.0017199,MIR-593
GO:0032609,interferon-gamma production,-1.9612,0.0017366,MIR-593
GO:0070661,leukocyte proliferation,-1.9721,0.0018155,MIR-593
GO:0032602,chemokine production,-2.1885,0.0018155,MIR-593
GO:0036230,granulocyte activation,-1.9431,0.0020333,MIR-593
GO:0035455,response to interferon-alpha,1.7301,0.018350,MIR-593
GO:0002446,neutrophil mediated immunity,-2.1266,0.036855,MIR-596
GO:0036230,granulocyte activation,-2.1303,0.040258,MIR-596
GO:0036230,granulocyte activation,2.0251,0.0065418,MIR-597
GO:0002446,neutrophil mediated immunity,2.0591,0.0098127,MIR-597
GO:0002244,hematopoietic progenitor cell differentiation,-1.6075,0.053315,MIR-597
GO:0019882,antigen processing and presentation,-2.1802,<2.2e-16,MIR-598
GO:0002446,neutrophil mediated immunity,-2.299,<2.2e-16,MIR-598
GO:0036230,granulocyte activation,-2.3068,<2.2e-16,MIR-598
GO:0070671,response to interleukin-12,-2.1194,0.00062733,MIR-598
GO:0034341,response to interferon-gamma,-1.927,0.0030763,MIR-598
GO:0071559,response to transforming growth factor beta,1.5774,0.099242,MIR-598
GO:0034340,response to type I interferon,-1.4918,0.29821,MIR-599
GO:0002521,leukocyte differentiation,1.4435,0.40783,MIR-599
GO:0034340,response to type I interferon,1.9698,0.00024716,MIR-600
GO:0007159,leukocyte cell-cell adhesion,2.5422,<2.2e-16,MIR-602
GO:0002764,immune response-regulating signaling pathway,2.4118,<2.2e-16,MIR-602
GO:0002250,adaptive immune response,2.3528,<2.2e-16,MIR-602
GO:0001819,positive regulation of cytokine production,2.3513,<2.2e-16,MIR-602
GO:0002694,regulation of leukocyte activation,2.342,<2.2e-16,MIR-602
GO:0001525,angiogenesis,2.3158,<2.2e-16,MIR-602
GO:0002521,leukocyte differentiation,2.2291,<2.2e-16,MIR-602
GO:0002446,neutrophil mediated immunity,2.2282,<2.2e-16,MIR-602
GO:0002683,negative regulation of immune system process,2.2107,<2.2e-16,MIR-602
GO:0002526,acute inflammatory response,2.2051,<2.2e-16,MIR-602
GO:0002449,lymphocyte mediated immunity,2.0891,<2.2e-16,MIR-602
GO:0042113,B cell activation,-4.9297,0.19185,MIR-604
GO:1903706,regulation of hemopoiesis,-4.7101,0.19688,MIR-604
GO:0007159,leukocyte cell-cell adhesion,2.6082,<2.2e-16,MIR-605
GO:0002250,adaptive immune response,2.4341,<2.2e-16,MIR-605
GO:0002764,immune response-regulating signaling pathway,2.3514,<2.2e-16,MIR-605
GO:0002446,neutrophil mediated immunity,2.3141,<2.2e-16,MIR-605
GO:0001819,positive regulation of cytokine production,2.2646,<2.2e-16,MIR-605
GO:0002694,regulation of leukocyte activation,2.2397,<2.2e-16,MIR-605
GO:0002449,lymphocyte mediated immunity,2.2335,<2.2e-16,MIR-605
GO:0002532,production of molecular mediator involved in inflammatory response,2.1454,<2.2e-16,MIR-605
GO:0002285,lymphocyte activation involved in immune response,2.1396,<2.2e-16,MIR-605
GO:0006959,humoral immune response,2.1331,<2.2e-16,MIR-605
GO:0002697,regulation of immune effector process,2.115,<2.2e-16,MIR-605
GO:0002521,leukocyte differentiation,2.1049,<2.2e-16,MIR-605
GO:0002683,negative regulation of immune system process,2.0944,<2.2e-16,MIR-605
GO:0002251,organ or tissue specific immune response,3.377,0.25714,MIR-606
GO:0007159,leukocyte cell-cell adhesion,2.744,<2.2e-16,MIR-607
GO:0002250,adaptive immune response,2.7089,<2.2e-16,MIR-607
GO:0002446,neutrophil mediated immunity,2.5715,<2.2e-16,MIR-607
GO:0002764,immune response-regulating signaling pathway,2.569,<2.2e-16,MIR-607
GO:0002449,lymphocyte mediated immunity,2.5532,<2.2e-16,MIR-607
GO:0002694,regulation of leukocyte activation,2.5291,<2.2e-16,MIR-607
GO:0001819,positive regulation of cytokine production,2.5002,<2.2e-16,MIR-607
GO:0002285,lymphocyte activation involved in immune response,2.4631,<2.2e-16,MIR-607
GO:0002697,regulation of immune effector process,2.4532,<2.2e-16,MIR-607
GO:0002532,production of molecular mediator involved in inflammatory response,2.3479,<2.2e-16,MIR-607
GO:0002683,negative regulation of immune system process,2.3245,<2.2e-16,MIR-607
GO:0001818,negative regulation of cytokine production,2.323,<2.2e-16,MIR-607
GO:0006959,humoral immune response,2.315,<2.2e-16,MIR-607
GO:0002521,leukocyte differentiation,2.3129,<2.2e-16,MIR-607
GO:0002526,acute inflammatory response,2.2656,<2.2e-16,MIR-607
GO:0002448,mast cell mediated immunity,2.034,<2.2e-16,MIR-607
GO:0002269,leukocyte activation involved in inflammatory response,2.0276,<2.2e-16,MIR-607
GO:0032612,interleukin-1 production,-1.1573,0.69776,MIR-609
GO:0070671,response to interleukin-12,-0.95118,0.72111,MIR-609
GO:0008356,asymmetric cell division,0.83776,0.73193,MIR-609
GO:0048536,spleen development,0.84974,0.73801,MIR-609
GO:0032620,interleukin-17 production,4.2248,0.52230,MIR-610
GO:0070670,response to interleukin-4,4.0984,0.63619,MIR-610
GO:0043276,anoikis,3.8706,0.75603,MIR-610
GO:0002269,leukocyte activation involved in inflammatory response,4.015,0.76461,MIR-610
GO:0002448,mast cell mediated immunity,3.9004,0.77183,MIR-610
GO:0001525,angiogenesis,0.19187,0.92244,MIR-611
GO:0034341,response to interferon-gamma,2.7429,<2.2e-16,MIR-612
GO:0002250,adaptive immune response,2.5602,<2.2e-16,MIR-612
GO:0032609,interferon-gamma production,2.5239,<2.2e-16,MIR-612
GO:0002449,lymphocyte mediated immunity,2.4874,<2.2e-16,MIR-612
GO:0032637,interleukin-8 production,2.4137,<2.2e-16,MIR-612
GO:0007159,leukocyte cell-cell adhesion,2.4022,<2.2e-16,MIR-612
GO:0002526,acute inflammatory response,2.373,<2.2e-16,MIR-612
GO:0034612,response to tumor necrosis factor,2.3132,<2.2e-16,MIR-612
GO:0034340,response to type I interferon,2.3089,<2.2e-16,MIR-612
GO:0036230,granulocyte activation,2.2983,<2.2e-16,MIR-612
GO:0001819,positive regulation of cytokine production,2.2912,<2.2e-16,MIR-612
GO:0002446,neutrophil mediated immunity,2.2893,<2.2e-16,MIR-612
GO:0032612,interleukin-1 production,2.2746,<2.2e-16,MIR-612
GO:0032615,interleukin-12 production,2.2708,<2.2e-16,MIR-612
GO:0002697,regulation of immune effector process,2.2705,<2.2e-16,MIR-612
GO:0002694,regulation of leukocyte activation,2.2328,<2.2e-16,MIR-612
GO:0042110,T cell activation,2.2207,<2.2e-16,MIR-612
GO:0098760,response to interleukin-7,-0.44479,0.96333,MIR-614
GO:0032633,interleukin-4 production,-0.62424,0.96584,MIR-614
GO:0071559,response to transforming growth factor beta,0.10771,0.99818,MIR-614
GO:0006959,humoral immune response,1.117,1.0,MIR-614
GO:0034340,response to type I interferon,-1.6423,0.1377,MIR-615
GO:0035456,response to interferon-beta,-1.6675,0.15044,MIR-615
GO:0033028,myeloid cell apoptotic process,-1.2087,0.92928,MIR-615
GO:0008356,asymmetric cell division,-1.21,1.0,MIR-615
GO:0002250,adaptive immune response,2.547,<2.2e-16,MIR-616
GO:0036230,granulocyte activation,2.4313,<2.2e-16,MIR-616
